Id;MSSubClass;MSZoning;Neighborhood;OverallQual;RoofStyle;BsmtQual;HeatingQC;CentralAir;1stFlrSF;GrLivArea;BsmtFullBath;KitchenQual;GarageType;GarageFinish;GarageCars;PavedDrive;SalePrice
490;180;RM;MeadowV;4;Gable;Gd;TA;Y;630;630;1;Gd;Attchd;Unf;1;Y;86000
491;160;RM;MeadowV;5;Gable;Gd;TA;Y;616;1304;0;TA;BuiltIn;Fin;1;Y;115000
492;50;RL;NAmes;6;Gable;TA;TA;Y;958;1578;1;Fa;Attchd;Unf;1;Y;133000
493;60;RL;Gilbert;6;Gable;Gd;Gd;Y;728;1456;0;TA;Attchd;RFn;2;Y;172785
494;20;RL;NAmes;5;Gable;TA;TA;Y;1269;1269;0;TA;Detchd;Unf;1;Y;155000
495;30;RM;OldTown;5;Gable;Fa;Gd;Y;886;886;0;TA;Attchd;Unf;1;Y;91300
496;30;C (all);IDOTRR;4;Gable;TA;TA;N;720;720;0;TA;;;0;N;34900
497;20;RL;NoRidge;8;Hip;Gd;Ex;Y;3228;3228;1;Gd;Attchd;RFn;2;Y;430000
498;50;RL;BrkSide;7;Gable;TA;Ex;Y;1133;1820;1;TA;Detchd;Unf;1;N;184000
499;20;RL;Sawyer;5;Hip;TA;Ex;Y;899;899;0;Gd;Attchd;Fin;1;Y;130000
500;20;RL;NAmes;5;Gable;TA;Fa;Y;912;912;0;TA;Attchd;Fin;1;Y;120000
501;160;RM;BrDale;6;Gable;TA;TA;Y;672;1218;0;TA;Detchd;Unf;1;Y;113000
502;60;FV;Somerst;7;Gable;Gd;Gd;Y;866;1768;0;Gd;Attchd;RFn;2;Y;226700
503;20;RL;Edwards;5;Hip;TA;Ex;Y;1214;1214;1;TA;Detchd;Unf;2;Y;140000
504;20;RL;Crawfor;7;Gable;TA;TA;Y;1801;1801;1;TA;Attchd;Fin;2;Y;289000
505;160;RL;NPkVill;6;Gable;TA;TA;Y;855;1322;0;TA;Attchd;Unf;2;Y;147000
506;90;RM;OldTown;5;Hip;TA;Gd;Y;960;1960;0;TA;Detchd;Unf;2;N;124500
507;60;RL;SawyerW;8;Gable;Gd;Ex;Y;1065;1911;0;Gd;Attchd;RFn;2;Y;215000
508;20;FV;Somerst;6;Gable;Gd;Ex;Y;1218;1218;0;Gd;Attchd;Fin;2;Y;208300
509;70;RM;OldTown;7;Gambrel;TA;Ex;Y;689;1378;0;Gd;Detchd;Unf;2;N;161000
510;20;RL;NAmes;5;Gable;TA;Ex;Y;1041;1041;1;TA;Attchd;RFn;1;Y;124500
511;20;RL;NAmes;5;Hip;TA;Ex;Y;1363;1363;1;TA;CarPort;Unf;1;Y;164900
512;120;RL;NridgHt;7;Gable;Gd;Ex;Y;1368;1368;0;Gd;Attchd;RFn;2;Y;202665
513;20;RL;NAmes;5;Gable;TA;TA;Y;864;864;1;TA;Detchd;Unf;2;Y;129900
514;20;RL;Mitchel;6;Gable;TA;TA;Y;1080;1080;0;TA;Attchd;Unf;2;Y;134000
515;45;RL;Crawfor;5;Gable;TA;Fa;N;789;789;0;TA;Detchd;Unf;1;Y;96500
516;20;RL;NridgHt;10;Hip;Ex;Ex;Y;2020;2020;1;Ex;Attchd;Fin;3;Y;402861
517;80;RL;NWAmes;6;Gable;TA;TA;Y;1378;2119;0;TA;Attchd;RFn;2;Y;158000
518;60;RL;NoRidge;7;Gable;Gd;Ex;Y;1277;2344;0;Gd;Attchd;RFn;3;Y;265000
519;60;RL;CollgCr;6;Gable;Gd;Ex;Y;882;1796;1;TA;Attchd;RFn;2;Y;211000
520;70;RL;Crawfor;7;Gambrel;Gd;Ex;Y;1276;2080;0;Gd;Detchd;Unf;1;Y;234000
521;190;RL;OldTown;4;Gable;;TA;N;694;1294;0;TA;;;0;N;106250
522;20;RL;NAmes;6;Gable;TA;Ex;Y;1244;1244;0;TA;Attchd;Unf;1;Y;150000
523;50;RM;BrkSide;6;Gable;TA;Ex;Y;1004;1664;0;TA;Detchd;Unf;2;Y;159000
524;60;RL;Edwards;10;Hip;Ex;Ex;Y;3138;4676;1;Ex;BuiltIn;Fin;3;Y;184750
525;60;RL;NoRidge;7;Gable;Gd;Ex;Y;1383;2398;1;Gd;Attchd;Fin;3;Y;315750
526;20;FV;Somerst;7;Gable;Gd;Ex;Y;1266;1266;0;Gd;Attchd;Unf;2;Y;176000
527;20;RL;NAmes;5;Hip;Gd;TA;Y;928;928;0;TA;Attchd;Unf;1;Y;132000
528;60;RL;NridgHt;9;Hip;Ex;Ex;Y;1476;2713;1;Ex;Attchd;Fin;3;Y;446261
529;30;RL;Edwards;4;Gable;TA;Ex;Y;605;605;1;TA;;;0;N;86000
530;20;RL;Crawfor;6;Hip;TA;TA;Y;2515;2515;1;TA;Attchd;RFn;2;Y;200624
531;80;RL;Timber;6;Gable;Gd;Ex;Y;1509;1509;1;Gd;Attchd;RFn;2;Y;175000
532;70;RM;BrkSide;6;Gable;Fa;Ex;Y;751;1362;0;TA;Detchd;Fin;2;Y;128000
533;20;RL;NAmes;5;Gable;;Ex;Y;827;827;0;TA;Detchd;Unf;1;Y;107500
534;20;RL;BrkSide;1;Gable;;Fa;N;334;334;0;Fa;;;0;N;39300
535;60;RL;Gilbert;8;Gable;Ex;Ex;Y;707;1414;0;Gd;Attchd;Fin;2;Y;178000
536;190;RL;Edwards;5;Gable;Gd;TA;Y;820;1347;1;TA;;;0;N;107500
537;60;RL;CollgCr;7;Gable;Gd;Ex;Y;880;1724;0;Gd;Attchd;Fin;2;Y;188000
538;20;RL;NAmes;4;Hip;TA;TA;Y;864;864;0;TA;Detchd;Unf;2;Y;111250
539;20;RL;Sawyer;5;Hip;TA;TA;Y;1159;1159;0;TA;Attchd;Unf;1;Y;158000
540;20;RL;CollgCr;8;Gable;Gd;Ex;Y;1601;1601;1;Gd;Attchd;RFn;2;Y;272000
541;20;RL;Timber;9;Hip;Ex;Ex;Y;1838;1838;1;Ex;Attchd;Fin;3;Y;315000
542;60;RL;NoRidge;8;Gable;Gd;Ex;Y;997;2285;0;Gd;BuiltIn;Fin;3;Y;248000
543;20;RL;NWAmes;7;Hip;Ex;Ex;Y;1680;1680;1;Gd;Attchd;Fin;2;Y;213250
544;120;RH;NAmes;7;Gable;Gd;Ex;Y;767;767;1;TA;Attchd;Fin;1;Y;133000
545;60;RL;Gilbert;7;Gable;Gd;Ex;Y;664;1496;1;Gd;Attchd;RFn;2;Y;179665
546;50;RL;NWAmes;7;Gable;Gd;Gd;Y;1377;2183;0;Gd;Attchd;Unf;3;Y;229000
547;50;RL;BrkSide;6;Gable;Gd;Ex;Y;915;1635;0;TA;Detchd;Unf;2;Y;210000
548;85;RL;Mitchel;5;Gable;Gd;Ex;Y;768;768;1;TA;Detchd;Unf;2;Y;129500
549;20;RM;OldTown;5;Gable;TA;TA;Y;825;825;1;TA;Detchd;RFn;2;Y;125000
550;60;FV;Somerst;7;Gable;Gd;Ex;Y;912;2094;0;Gd;BuiltIn;Fin;2;Y;263000
551;120;RL;NPkVill;6;Gable;Gd;TA;Y;1069;1069;0;TA;Attchd;RFn;2;Y;140000
552;20;RM;OldTown;5;Hip;TA;Gd;Y;928;928;0;TA;Attchd;Fin;1;Y;112500
553;20;RL;NridgHt;8;Gable;Ex;Ex;Y;1717;1717;0;Gd;Attchd;RFn;3;Y;255500
554;20;RL;Edwards;4;Gable;;Ex;Y;1126;1126;0;Gd;Detchd;Fin;2;N;108000
555;60;RL;NridgHt;7;Gable;Gd;Ex;Y;1006;2046;1;Gd;BuiltIn;RFn;3;Y;284000
556;45;RM;BrkSide;5;Gable;TA;TA;Y;1048;1048;0;TA;Detchd;Unf;1;Y;113000
557;20;RL;NAmes;5;Gable;TA;TA;Y;1092;1092;1;TA;Attchd;Fin;1;Y;141000
558;50;C (all);IDOTRR;4;Gable;TA;Gd;Y;897;1336;0;TA;CarPort;Unf;1;Y;108000
559;60;RL;Gilbert;7;Gable;Gd;Ex;Y;729;1446;0;TA;Attchd;Unf;2;Y;175000
560;120;RL;Blmngtn;7;Gable;Gd;Ex;Y;1557;1557;0;Gd;Attchd;Fin;2;Y;234000
561;20;RL;Sawyer;5;Hip;Gd;TA;Y;1392;1392;1;TA;Detchd;Unf;2;Y;121500
562;20;RL;Mitchel;5;Gable;Gd;Gd;Y;1389;1389;1;TA;Attchd;RFn;2;Y;170000
563;30;RL;Edwards;5;Gable;TA;Ex;Y;996;996;1;TA;;;0;Y;108000
564;50;RL;Edwards;6;Gable;Gd;Ex;Y;1163;1674;0;TA;Detchd;Fin;2;N;185000
565;60;RL;NoRidge;7;Gable;Gd;Ex;Y;1166;2295;1;Gd;Attchd;RFn;2;Y;268000
566;70;RL;SWISU;6;Gable;Gd;TA;N;841;1647;1;Fa;Detchd;Unf;1;Y;128000
567;60;RL;StoneBr;9;Hip;Gd;Ex;Y;1134;2504;0;Ex;BuiltIn;Fin;3;Y;325000
568;20;RL;NridgHt;7;Gable;Gd;Ex;Y;1535;1535;0;Gd;Attchd;RFn;2;Y;214000
569;50;RL;SawyerW;8;Gable;Gd;Ex;Y;1496;2132;1;Gd;BuiltIn;Fin;2;Y;316600
570;90;RL;NAmes;5;Gable;Gd;TA;Y;943;943;1;TA;Detchd;Unf;2;Y;135960
571;90;RL;NAmes;5;Gable;TA;TA;Y;1728;1728;0;TA;Detchd;Unf;2;Y;142600
572;20;RL;NAmes;6;Gable;TA;Ex;Y;864;864;1;Gd;Attchd;Unf;1;Y;120000
573;60;RL;Timber;7;Gable;Ex;Gd;Y;846;1692;0;Gd;Attchd;RFn;2;Y;224500
574;80;RL;Gilbert;7;Gable;Gd;Ex;Y;774;1430;0;TA;BuiltIn;RFn;2;Y;170000
575;80;RL;NAmes;5;Gambrel;TA;TA;Y;576;1109;0;TA;BuiltIn;Unf;1;Y;139000
576;50;RL;NAmes;5;Gable;TA;TA;Y;832;1216;0;TA;Detchd;Unf;1;Y;118500
577;50;RL;SWISU;7;Gable;TA;Gd;Y;877;1477;0;TA;Detchd;Unf;1;Y;145000
578;80;RL;Sawyer;5;Gable;TA;Ex;Y;1320;1320;1;TA;Attchd;RFn;2;Y;164500
579;160;FV;Somerst;7;Gable;Gd;Ex;Y;703;1392;0;Gd;Detchd;Unf;2;Y;146000
580;50;RM;OldTown;5;Gable;TA;Ex;N;1050;1795;0;TA;Attchd;Unf;1;Y;131500
581;20;RL;NAmes;6;Gable;TA;Ex;Y;1429;1429;0;Gd;Attchd;Unf;2;Y;181900
582;20;RL;NridgHt;8;Hip;Ex;Ex;Y;2042;2042;0;Ex;Attchd;RFn;3;Y;253293
583;90;RL;Edwards;6;Gable;Gd;TA;Y;816;816;1;TA;;;0;Y;118500
584;75;RM;OldTown;10;Gable;TA;Gd;Y;1521;2775;0;Gd;Detchd;Unf;2;Y;325000
585;50;RM;BrkSide;4;Gable;TA;Ex;Y;989;1573;0;Gd;Detchd;Unf;1;Y;133000
586;20;RL;Timber;8;Hip;Ex;Ex;Y;2028;2028;1;Gd;Attchd;RFn;3;Y;369900
587;30;RL;BrkSide;6;Gable;TA;Ex;Y;838;838;1;Fa;Detchd;Fin;1;N;130000
588;85;RL;Sawyer;5;Hip;TA;TA;Y;860;860;1;TA;Detchd;Unf;2;Y;137000
589;20;RL;ClearCr;5;Flat;TA;Ex;Y;1473;1473;2;Ex;Attchd;Unf;1;Y;143000
590;40;RM;BrkSide;5;Gable;TA;TA;Y;779;935;0;TA;Detchd;Unf;1;P;79500
591;60;RL;CollgCr;7;Gable;Gd;Ex;Y;770;1582;0;Gd;Attchd;RFn;2;Y;185900
592;60;RL;NridgHt;10;Gable;Ex;Ex;Y;1728;2296;1;Ex;BuiltIn;RFn;3;Y;451950
593;20;RL;Mitchel;5;Gable;TA;Ex;Y;816;816;1;TA;Detchd;Fin;2;Y;138000
594;120;RM;CollgCr;6;Gable;Gd;Ex;Y;848;848;1;Gd;Attchd;Fin;2;Y;140000
595;20;RL;CollgCr;5;Hip;Gd;TA;Y;924;924;0;TA;Detchd;Unf;1;Y;110000
596;20;RL;StoneBr;8;Gable;Gd;Ex;Y;1826;1826;1;Gd;Attchd;Fin;3;Y;319000
597;70;RM;OldTown;6;Gable;TA;Ex;N;684;1368;0;TA;Detchd;Unf;1;N;114504
598;120;RL;Blmngtn;7;Gable;Ex;Ex;Y;1402;1402;0;Gd;Attchd;Fin;3;Y;194201
599;20;RL;Crawfor;5;Gable;Gd;Ex;Y;1647;1647;1;Gd;Attchd;Fin;2;Y;217500
600;160;RM;Blueste;6;Gable;Gd;TA;Y;716;1556;1;TA;Attchd;Fin;2;Y;151000
601;60;RL;NridgHt;8;Gable;Gd;Ex;Y;1058;1904;1;Ex;BuiltIn;Fin;2;Y;275000
602;50;RM;IDOTRR;6;Gable;TA;TA;Y;780;1375;0;Gd;Detchd;Unf;1;P;141000
603;60;RL;SawyerW;8;Gable;Gd;Ex;Y;927;1915;1;Gd;Attchd;Fin;2;Y;220000
604;160;FV;Somerst;7;Gable;Gd;Ex;Y;600;1200;0;Gd;Detchd;RFn;2;Y;151000
605;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1494;1494;1;Gd;Attchd;RFn;2;Y;221000
606;60;RL;NAmes;7;Gable;TA;TA;Y;1186;1986;0;TA;Attchd;Unf;2;Y;205000
607;20;RL;CollgCr;5;Gable;Gd;Gd;Y;1040;1040;1;Gd;Detchd;Unf;2;Y;152000
608;20;RL;Edwards;5;Gable;TA;Ex;Y;1112;2008;1;Ex;Attchd;Unf;1;Y;225000
609;70;RL;Crawfor;8;Gable;Gd;TA;Y;1940;3194;0;TA;Basment;Unf;2;Y;359100
610;20;RL;Sawyer;4;Gable;TA;Gd;Y;1029;1029;1;TA;Attchd;Unf;1;Y;118500
611;60;RL;CollgCr;9;Hip;Ex;Ex;Y;1476;2153;1;Ex;Attchd;Fin;3;Y;313000
612;80;RL;NWAmes;6;Gable;Gd;TA;Y;1032;1032;0;TA;Attchd;Unf;2;Y;148000
613;60;RL;CollgCr;8;Gable;Gd;Ex;Y;1299;1872;1;Ex;BuiltIn;RFn;2;Y;261500
614;20;RL;Mitchel;5;Gable;Gd;Ex;Y;1120;1120;0;TA;;;0;Y;147000
615;180;RM;MeadowV;4;Gable;Gd;Ex;Y;630;630;1;TA;;;0;Y;75500
616;85;RL;NAmes;6;Gable;TA;Ex;Y;1054;1054;1;Gd;Attchd;RFn;2;Y;137500
617;60;RL;Gilbert;6;Gable;Gd;Ex;Y;807;1509;1;Gd;Attchd;Fin;2;Y;183200
618;45;RL;NAmes;6;Gable;TA;Gd;Y;832;832;0;Gd;Detchd;Unf;2;Y;105500
619;20;RL;NridgHt;9;Hip;Ex;Ex;Y;1828;1828;0;Gd;Attchd;Unf;3;Y;314813
620;60;RL;Timber;8;Hip;Gd;Ex;Y;1482;2262;1;Gd;Attchd;Fin;3;Y;305000
621;30;RL;Edwards;3;Gable;TA;TA;N;864;864;1;TA;;;0;N;67000
622;60;RL;NWAmes;6;Gable;TA;TA;Y;1548;2614;0;TA;Attchd;RFn;2;Y;240000
623;20;RL;Sawyer;5;Gable;TA;TA;Y;980;980;0;TA;Detchd;Unf;2;Y;135000
624;160;FV;Somerst;6;Gable;Gd;Ex;Y;756;1512;0;Gd;Detchd;Unf;2;Y;168500
625;60;RL;NWAmes;6;Gable;TA;Gd;Y;1012;1790;1;TA;Attchd;RFn;2;Y;165150
626;20;RL;NAmes;6;Hip;TA;TA;Y;1116;1116;0;TA;Attchd;Unf;2;Y;160000
627;20;RL;NAmes;5;Hip;TA;TA;Y;1422;1422;0;TA;Attchd;RFn;1;Y;139900
628;80;RL;NAmes;6;Gable;TA;Ex;Y;1520;1520;1;TA;Basment;RFn;1;Y;153000
629;60;RL;NAmes;5;Gable;Gd;TA;Y;1040;2080;0;Fa;Attchd;Unf;2;Y;135000
630;80;RL;NAmes;6;Gable;TA;TA;Y;1350;1350;1;TA;Attchd;RFn;2;Y;168500
631;70;RM;OldTown;5;Gable;Fa;TA;Y;1089;1750;0;Ex;Detchd;Unf;1;N;124000
632;120;RL;NridgHt;8;Gable;Gd;Ex;Y;1554;1554;0;Gd;Attchd;RFn;2;Y;209500
633;20;RL;NWAmes;7;Hip;TA;TA;Y;1411;1411;0;TA;Attchd;Fin;2;Y;82500
634;20;RL;NAmes;5;Gable;TA;TA;Y;1056;1056;0;TA;Attchd;Unf;1;Y;139400
635;90;RL;OldTown;6;Gable;TA;Gd;Y;1056;1056;2;TA;Detchd;Unf;2;Y;144000
636;190;RH;SWISU;6;Hip;TA;Ex;Y;1440;3395;0;Fa;;;0;N;200000
637;30;RM;BrkSide;2;Gable;TA;Fa;N;800;800;0;Fa;;;0;N;60000
638;190;RM;OldTown;5;Gable;TA;TA;Y;811;1387;0;Gd;BuiltIn;Unf;1;Y;93000
639;30;RL;Edwards;5;Gable;Fa;Gd;Y;796;796;0;TA;;;0;P;85000
640;120;RL;Blmngtn;8;Hip;Gd;Ex;Y;1567;1567;1;Ex;Attchd;Fin;3;Y;264561
641;120;RL;NridgHt;8;Hip;Ex;Ex;Y;1518;1518;0;Ex;Attchd;RFn;2;Y;274000
642;60;FV;Somerst;7;Gable;Gd;Ex;Y;1057;1929;1;Gd;Attchd;Fin;2;Y;226000
643;80;RL;NAmes;8;Gable;Gd;Gd;Y;2000;2704;1;Ex;Attchd;Fin;2;Y;345000
644;60;RL;NWAmes;5;Mansard;TA;Ex;Y;780;1620;0;TA;Attchd;Fin;2;Y;152000
645;20;FV;Somerst;9;Gable;Ex;Ex;Y;1766;1766;1;Ex;Attchd;Fin;3;Y;370878
646;20;RL;NAmes;6;Hip;TA;TA;Y;981;981;1;TA;Detchd;Unf;2;Y;143250
647;20;RL;NAmes;5;Hip;;Gd;Y;1048;1048;0;TA;Detchd;Unf;2;Y;98300
648;20;RL;Edwards;6;Hip;TA;Ex;Y;1094;1094;0;TA;Attchd;RFn;2;Y;155000
649;60;RL;NAmes;6;Gable;TA;TA;Y;1051;1839;0;TA;Attchd;Unf;2;Y;155000
650;180;RM;MeadowV;4;Gable;Gd;Gd;Y;630;630;1;TA;;;0;Y;84500
651;60;FV;Somerst;7;Gable;Gd;Ex;Y;822;1665;0;Gd;Attchd;RFn;2;Y;205950
652;70;RL;Edwards;4;Gable;TA;TA;Y;755;1510;1;TA;Detchd;Unf;1;P;108000
653;60;RL;CollgCr;7;Gable;Gd;Ex;Y;909;1716;0;Gd;Attchd;RFn;2;Y;191000
654;50;RM;IDOTRR;6;Gable;TA;Ex;Y;756;1469;0;TA;Detchd;Unf;1;Y;135000
655;20;RL;NoRidge;8;Hip;Gd;Ex;Y;2113;2113;1;Gd;Attchd;Fin;3;Y;350000
656;160;RM;BrDale;6;Gable;TA;TA;Y;525;1092;0;TA;Detchd;Unf;1;Y;88000
657;20;RL;NAmes;5;Gable;TA;Ex;Y;1053;1053;1;Gd;Attchd;RFn;1;Y;145500
658;70;RL;Crawfor;7;Gable;Gd;TA;Y;851;1502;0;TA;Attchd;RFn;1;P;149000
659;50;RL;NAmes;6;Gable;TA;TA;Y;912;1458;0;TA;Attchd;Unf;1;Y;97500
660;20;RL;Edwards;5;Hip;TA;Ex;Y;1486;1486;1;TA;Detchd;Fin;2;Y;167000
661;60;RL;NWAmes;7;Gable;Gd;TA;Y;1142;1935;0;TA;Attchd;RFn;2;Y;197900
662;60;RL;NoRidge;8;Hip;Gd;Ex;Y;1686;2448;1;Gd;Attchd;RFn;3;Y;402000
663;20;RL;NAmes;6;Hip;Fa;Gd;Y;1392;1392;1;TA;Attchd;RFn;2;Y;110000
664;85;RL;Edwards;4;Gable;Gd;TA;Y;1181;1181;1;TA;Detchd;RFn;2;Y;137500
665;20;RL;Somerst;8;Gable;Ex;Ex;Y;2097;2097;1;Ex;Attchd;Fin;3;Y;423000
666;60;RL;Gilbert;8;Gable;Gd;Ex;Y;1454;1936;0;Gd;Attchd;RFn;2;Y;230500
667;60;RL;NAmes;6;Flat;Gd;TA;Y;1465;2380;0;TA;CarPort;Unf;2;Y;129000
668;20;RL;SawyerW;6;Gable;Gd;Ex;Y;1679;1679;1;Gd;Attchd;RFn;2;Y;193500
669;20;RL;Sawyer;5;Gable;TA;Gd;Y;1437;1437;1;TA;Detchd;Unf;2;Y;168000
670;30;RL;Crawfor;4;Gable;Fa;Ex;Y;1180;1180;0;Fa;Detchd;Unf;1;Y;137500
671;60;RL;CollgCr;6;Gable;Gd;Ex;Y;738;1476;1;Gd;Attchd;Fin;2;Y;173500
672;70;RH;Edwards;6;Gambrel;TA;TA;N;697;1369;1;TA;Detchd;Unf;1;Y;103600
673;20;RL;Veenker;6;Gable;Gd;TA;Y;1208;1208;1;TA;Attchd;RFn;2;Y;165000
674;20;RL;Crawfor;6;Hip;TA;Ex;Y;1839;1839;1;Gd;Attchd;Fin;2;Y;257500
675;20;RL;NAmes;6;Gable;TA;TA;Y;1136;1136;1;TA;Attchd;RFn;1;Y;140000
676;160;RL;NPkVill;6;Gable;TA;TA;Y;855;1441;0;TA;Attchd;Unf;2;Y;148500
677;70;RM;OldTown;4;Gable;TA;Fa;N;1095;1774;1;TA;2Types;Unf;3;N;87000
678;30;RL;OldTown;5;Gable;TA;Ex;Y;792;792;0;Gd;Detchd;Unf;1;N;109500
679;20;RL;StoneBr;8;Hip;Ex;Ex;Y;2046;2046;0;Gd;Attchd;Fin;3;Y;372500
680;20;RL;Sawyer;5;Hip;TA;TA;Y;988;988;1;TA;Detchd;Unf;2;Y;128500
681;120;RL;SawyerW;6;Gable;Gd;TA;Y;923;923;0;TA;Attchd;RFn;1;Y;143000
682;50;RH;SWISU;5;Gable;TA;Ex;Y;848;1520;0;TA;Detchd;Unf;1;Y;159434
683;120;RL;ClearCr;6;Gable;Gd;Ex;Y;1291;1291;1;Gd;Attchd;Unf;2;Y;173000
684;20;RL;CollgCr;9;Hip;Gd;Ex;Y;1668;1668;1;Gd;Attchd;Fin;3;Y;285000
685;60;RL;NoRidge;7;Gable;Gd;Gd;Y;1195;1839;0;TA;Attchd;Fin;2;Y;221000
686;160;RL;StoneBr;7;Gable;Gd;Gd;Y;1190;2090;1;Gd;Attchd;Fin;2;Y;207500
687;60;FV;Somerst;7;Gable;Gd;Ex;Y;874;1761;0;Gd;Attchd;Fin;2;Y;227875
688;160;FV;Somerst;7;Gable;Gd;Ex;Y;551;1102;0;Gd;Detchd;Unf;2;Y;148800
689;20;RL;StoneBr;8;Gable;Gd;Ex;Y;1419;1419;1;Gd;Attchd;RFn;2;Y;392000
690;120;RL;NridgHt;6;Gable;Gd;Ex;Y;1362;1362;0;Gd;Attchd;RFn;2;Y;194700
691;120;RM;CollgCr;6;Gable;Gd;Ex;Y;848;848;1;Gd;Attchd;RFn;2;Y;141000
692;60;RL;NoRidge;10;Gable;Ex;Ex;Y;2444;4316;0;Ex;Attchd;Fin;3;Y;755000
693;60;RL;Timber;7;Hip;Gd;Ex;Y;1238;2519;1;Gd;Attchd;RFn;2;Y;335000
694;30;RL;OldTown;5;Gable;TA;Ex;Y;1073;1073;0;TA;Detchd;Unf;1;Y;108480
695;50;RM;BrkSide;5;Gable;TA;TA;Y;1067;1539;0;TA;Detchd;Unf;2;Y;141500
696;20;RL;Timber;6;Gable;Gd;Gd;Y;1137;1137;1;Gd;Attchd;Unf;2;Y;176000
697;30;RM;BrkSide;5;Gable;TA;Gd;Y;616;616;0;TA;Detchd;Unf;1;Y;89000
698;20;RL;Edwards;5;Gable;Ex;Fa;Y;1148;1148;0;TA;Detchd;Unf;1;Y;123500
699;20;RL;Sawyer;5;Gable;TA;Ex;Y;894;894;1;TA;Detchd;Unf;1;Y;138500
700;120;FV;Somerst;7;Gable;Gd;Ex;Y;1391;1391;0;Gd;Attchd;RFn;2;Y;196000
701;20;RL;Timber;8;Hip;Ex;Ex;Y;1800;1800;1;Gd;Attchd;Fin;3;Y;312500
702;20;RL;NWAmes;7;Hip;TA;TA;Y;1164;1164;0;TA;Attchd;Unf;2;Y;140000
703;60;RL;StoneBr;8;Hip;Ex;Ex;Y;1264;2576;0;Ex;BuiltIn;Fin;3;Y;361919
704;190;RM;OldTown;5;Gable;Gd;Gd;Y;1032;1812;0;Gd;Detchd;Unf;2;N;140000
705;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1484;1484;1;Gd;Attchd;RFn;2;Y;213000
706;190;RM;IDOTRR;4;Hip;;Fa;N;372;1092;0;Fa;;;0;N;55000
707;20;RL;ClearCr;7;Gable;Gd;TA;Y;1824;1824;1;Gd;Attchd;Unf;2;Y;302000
708;120;RL;NridgHt;8;Hip;Gd;Ex;Y;1324;1324;1;Gd;Attchd;Fin;2;Y;254000
709;60;RL;Gilbert;7;Hip;Gd;Ex;Y;728;1456;0;Gd;Attchd;Fin;2;Y;179540
710;20;RL;Sawyer;5;Gable;TA;TA;Y;904;904;0;TA;Attchd;Unf;1;Y;109900
711;30;RL;BrkSide;3;Gable;TA;Gd;Y;729;729;0;TA;;;0;N;52000
712;50;C (all);IDOTRR;4;Gable;TA;Gd;Y;859;1178;0;TA;Detchd;RFn;1;N;102776
713;120;RL;StoneBr;8;Gable;Gd;Gd;Y;1228;1228;1;Gd;Attchd;Fin;2;Y;189000
714;190;RL;BrkSide;4;Gable;TA;TA;N;960;960;1;TA;Detchd;Unf;2;Y;129000
715;60;RL;Sawyer;6;Gable;TA;Ex;Y;725;1479;0;Gd;Attchd;RFn;2;Y;130500
716;20;RL;NWAmes;6;Hip;Gd;TA;Y;1350;1350;0;TA;Attchd;RFn;2;Y;165000
717;70;RM;OldTown;7;Gable;TA;Ex;Y;1576;2554;0;TA;Detchd;Unf;2;P;159500
718;20;RL;NWAmes;5;Gable;Gd;Gd;Y;1178;1178;0;Gd;Attchd;Unf;2;Y;157000
719;60;RL;NoRidge;7;Hip;Gd;Ex;Y;1325;2418;1;Gd;Attchd;RFn;3;Y;341000
720;20;RL;CollgCr;5;Gable;Gd;TA;Y;971;971;0;TA;Attchd;Unf;1;Y;128500
721;120;RL;StoneBr;8;Gable;Gd;TA;Y;1742;1742;1;Gd;Attchd;RFn;2;Y;275000
722;120;RM;CollgCr;6;Gable;Gd;Ex;Y;848;848;1;Gd;Attchd;RFn;2;Y;143000
723;20;RL;NAmes;4;Gable;TA;Ex;Y;864;864;0;TA;Detchd;Unf;2;Y;124500
724;50;RL;Edwards;4;Gable;TA;Ex;Y;997;1470;0;TA;Detchd;Unf;1;Y;135000
725;20;RL;Edwards;9;Hip;Ex;Ex;Y;1698;1698;1;Ex;Attchd;Fin;3;Y;320000
726;20;RL;NAmes;4;Gable;TA;TA;Y;864;864;0;Gd;Detchd;Unf;2;Y;120500
727;20;RL;Crawfor;6;Hip;Gd;Ex;Y;1680;1680;1;Gd;Attchd;Fin;2;Y;222000
728;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1232;1232;1;Gd;Attchd;RFn;2;Y;194500
729;90;RL;NAmes;5;Gable;TA;TA;Y;1776;1776;1;TA;Detchd;Unf;3;Y;110000
730;30;RM;IDOTRR;4;Gable;TA;TA;Y;848;1208;0;TA;Detchd;Unf;2;Y;103000
731;120;RL;StoneBr;8;Gable;Gd;Ex;Y;1616;1616;1;Gd;Attchd;RFn;2;Y;236500
732;80;RL;Timber;7;Gable;Ex;Ex;Y;1146;1146;1;Gd;Attchd;Fin;2;Y;187500
733;60;RL;CollgCr;7;Gable;Gd;Ex;Y;1153;2031;0;Gd;Attchd;Fin;2;Y;222500
734;20;RL;Sawyer;5;Hip;TA;Ex;Y;1144;1144;1;TA;Attchd;RFn;1;Y;131400
735;20;RL;Sawyer;5;Gable;TA;TA;Y;948;948;0;TA;Attchd;Unf;1;Y;108000
736;75;RM;OldTown;7;Gable;Gd;Fa;N;880;1768;0;TA;Detchd;Unf;2;N;163000
